date,available,price_in_dollars,accommodates,availability_365
2020-10-15,t,8300.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-15,t,11000.0,2,365
2020-10-15,t,6500.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-15,t,9900.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-16,t,10000.0,2,365
2020-10-16,t,8500.0,2,365
2020-10-18,t,8600.0,2,365
2020-10-15,t,9800.0,2,365
2020-10-20,t,11400.0,2,365
2020-10-14,t,4500.0,2,365
2020-10-15,t,6800.0,2,365
2020-10-19,t,15000.0,2,365
2020-10-16,t,11500.0,2,365
2020-10-15,t,12000.0,2,365
2020-10-19,t,16500.0,2,365
2020-10-17,t,6500.0,2,365
2020-10-14,t,7000.0,2,365
2020-10-18,t,4000.0,2,365
2020-10-20,t,7500.0,2,365
2020-10-15,t,7500.0,2,365
2020-10-21,t,6000.0,2,365
2020-10-16,t,7500.0,2,365
2020-10-15,t,8300.0,2,365
2020-10-17,t,10000.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-19,t,11000.0,2,365
2020-10-14,t,6900.0,2,365
2020-10-15,t,5900.0,2,365
2020-10-20,t,6500.0,2,365
2020-10-15,t,5500.0,2,365
2020-10-15,t,26800.0,2,365
2020-10-18,t,15500.0,2,365
2020-10-15,t,5000.0,2,365
2020-10-15,t,4800.0,2,365
2020-10-17,t,6000.0,2,365
2020-10-16,t,6000.0,2,365
2020-10-17,t,6000.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-16,t,15000.0,2,365
2020-10-17,t,9500.0,2,365
2020-10-19,t,6200.0,2,365
2020-10-20,t,18000.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-15,t,18000.0,2,365
2020-10-17,t,15000.0,2,365
2020-10-14,t,9000.0,2,365
2020-10-15,t,5100.0,2,365
2020-10-19,t,15000.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-18,t,6000.0,2,365
2020-10-19,t,5500.0,2,365
2020-10-16,t,20000.0,2,365
2020-10-16,t,16000.0,2,365
2020-10-14,t,18500.0,2,365
2020-10-18,t,10000.0,2,365
2020-10-15,t,6200.0,2,365
2020-10-19,t,8000.0,2,365
2020-10-20,t,4200.0,2,365
2020-10-16,t,6700.0,2,365
2020-10-20,t,10000.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-18,t,21500.0,2,365
2020-10-15,t,11500.0,2,365
2020-10-16,t,9000.0,2,365
2020-10-15,t,7900.0,2,365
2020-10-18,t,11000.0,2,365
2020-10-15,t,5000.0,2,365
2020-10-19,t,25000.0,2,365
2020-10-14,t,5900.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-16,t,9500.0,2,365
2020-10-16,t,9000.0,2,365
2020-10-17,t,6500.0,2,365
2020-10-20,t,5500.0,2,365
2020-10-15,t,12500.0,2,365
2020-10-17,t,11000.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-19,t,13500.0,2,365
2020-10-15,t,9800.0,2,365
2020-10-17,t,23000.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-20,t,11000.0,2,365
2020-10-16,t,9900.0,2,365
2020-10-19,t,12700.0,2,365
2020-10-17,t,50000.0,2,365
2020-10-18,t,6200.0,2,365
2020-10-14,t,6200.0,2,365
2020-10-17,t,6000.0,2,365
2020-10-15,t,5900.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-20,t,42300.0,2,365
2020-10-18,t,8000.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-17,t,5000.0,2,365
2020-10-16,t,7500.0,2,365
2020-10-19,t,9000.0,2,365
2020-10-14,t,30000.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-16,t,17000.0,2,365
2020-10-17,t,20000.0,2,365
2020-10-17,t,4000.0,2,365
2020-10-14,t,32000.0,2,365
2020-10-15,t,10000.0,2,365
2020-10-18,t,8800.0,2,365
2020-10-15,t,9000.0,2,365
2020-10-20,t,7500.0,2,365
2020-10-16,t,9000.0,2,365
2020-10-15,t,8100.0,2,365
2020-10-17,t,9500.0,2,365
2020-10-15,t,300000.0,2,365
2020-10-17,t,5500.0,2,365
2020-10-16,t,12500.0,2,365
2020-10-15,t,6800.0,2,365
2020-10-15,t,4500.0,2,365
2020-10-14,t,9500.0,2,365
2020-10-17,t,50000.0,2,365
2020-10-19,t,9000.0,2,365
2020-10-16,t,5900.0,2,365
2020-10-15,t,9900.0,2,365
