date,available,price_in_dollars,accommodates,availability_365
2020-10-15,t,2000.0,2,365
2020-10-18,t,7000.0,2,365
2020-10-17,t,6800.0,2,365
2020-10-15,t,3200.0,2,365
2020-10-14,t,8000.0,2,365
2020-10-14,t,13000.0,2,365
2020-10-20,t,10500.0,2,365
2020-10-15,t,6500.0,2,365
2020-10-20,t,9000.0,2,365
2020-10-17,t,8600.0,2,365
2020-10-14,t,8400.0,2,365
2020-10-17,t,8600.0,2,365
2020-10-17,t,16000.0,2,365
2020-10-14,t,8400.0,2,365
2020-10-18,t,6700.0,2,365
2020-10-19,t,4900.0,2,365
2020-10-14,t,10000.0,2,365
2020-10-15,t,11500.0,2,365
2020-10-15,t,7600.0,2,365
2020-10-19,t,10000.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-15,t,22000.0,2,365
2020-10-15,t,16500.0,2,365
2020-10-16,t,30000.0,2,365
2020-10-18,t,19000.0,2,365
2020-10-19,t,25000.0,2,365
2020-10-15,t,5500.0,2,365
2020-10-15,t,14900.0,2,365
2020-10-16,t,7900.0,2,365
2020-10-16,t,6500.0,2,365
2020-10-17,t,5500.0,2,365
2020-10-18,t,11900.0,2,365
2020-10-15,t,4500.0,2,365
2020-10-18,t,11600.0,2,365
2020-10-19,t,17400.0,2,365
2020-10-14,t,3500.0,2,365
2020-10-19,t,13000.0,2,365
2020-10-19,t,7900.0,2,365
2020-10-15,t,8900.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-14,t,15000.0,2,365
2020-10-14,t,8500.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-20,t,7500.0,2,365
2020-10-17,t,13900.0,2,365
2020-10-19,t,9000.0,2,365
2020-10-20,t,7700.0,2,365
2020-10-17,t,7000.0,2,365
2020-10-20,t,21600.0,2,365
2020-10-14,t,26400.0,2,365
2020-10-15,t,9000.0,2,365
2020-10-17,t,8200.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-19,t,7500.0,2,365
2020-10-15,t,5000.0,2,365
2020-10-15,t,9000.0,2,365
2020-10-19,t,9000.0,2,365
2020-10-19,t,11000.0,2,365
2020-10-19,t,70000.0,2,365
2020-10-15,t,7500.0,2,365
2020-10-14,t,5000.0,2,365
2020-10-19,t,12000.0,2,365
2020-10-18,t,3500.0,2,365
2020-10-15,t,6600.0,2,365
2020-10-16,t,40000.0,2,365
2020-10-17,t,40000.0,2,365
2020-10-16,t,40000.0,2,365
2020-10-18,t,22300.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-19,t,13800.0,2,365
2020-10-20,t,14900.0,2,365
2020-10-19,t,6800.0,2,365
2020-10-15,t,14900.0,2,365
2020-10-14,t,15000.0,2,365
2020-10-18,t,6000.0,2,365
2020-10-20,t,8000.0,2,365
2020-10-20,t,6800.0,2,365
2020-10-17,t,15000.0,2,365
2020-10-16,t,20200.0,2,365
2020-10-18,t,200000.0,2,365
2020-10-15,t,200000.0,2,365
2020-10-20,t,6500.0,2,365
2020-10-15,t,7500.0,2,365
2020-10-18,t,16000.0,2,365
2020-10-18,t,4300.0,2,365
2020-10-15,t,13400.0,2,365
2020-10-19,t,5900.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-15,t,5100.0,2,365
2020-10-18,t,10800.0,2,365
2020-10-16,t,12900.0,2,365
2020-10-18,t,11000.0,2,365
2020-10-16,t,16000.0,2,365
2020-10-18,t,6000.0,2,365
2020-10-18,t,19900.0,2,365
2020-10-18,t,8700.0,2,365
2020-10-16,t,30000.0,2,365
2020-10-16,t,30000.0,2,365
2020-10-15,t,8400.0,2,365
2020-10-15,t,9900.0,2,365
2020-10-18,t,4500.0,2,365
2020-10-15,t,15000.0,2,365
2020-10-17,t,8500.0,2,365
2020-10-14,t,10000.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-15,t,30000.0,2,365
2020-10-18,t,17000.0,2,365
2020-10-15,t,17000.0,2,365
2020-10-18,t,16000.0,2,365
2020-10-20,t,13800.0,2,365
2020-10-17,t,6000.0,2,365
2020-10-18,t,9700.0,2,365
2020-10-19,t,19700.0,2,365
2020-10-15,t,5500.0,2,365
2020-10-16,t,6400.0,2,365
2020-10-17,t,42500.0,2,365
2020-10-20,t,42500.0,2,365
2020-10-16,t,12100.0,2,365
2020-10-14,t,6000.0,2,365
2020-10-17,t,8800.0,2,365
2020-10-16,t,5500.0,2,365
2020-10-16,t,93900.0,2,365
2020-10-18,t,4200.0,2,365
2020-10-16,t,24900.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-15,t,6500.0,2,365
2020-10-14,t,7000.0,2,365
2020-10-18,t,8000.0,2,365
2020-10-15,t,10000.0,2,365
2020-10-17,t,6000.0,2,365
2020-10-17,t,25800.0,2,365
2020-10-15,t,4900.0,2,365
2020-10-15,t,25000.0,2,365
2020-10-15,t,25000.0,2,365
2020-10-15,t,11000.0,2,365
2020-10-17,t,12000.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-15,t,4500.0,2,365
2020-10-17,t,5800.0,2,365
2020-10-17,t,15000.0,2,365
2020-10-15,t,25000.0,2,365
2020-10-15,t,5000.0,2,365
2020-10-20,t,10000.0,2,365
2020-10-19,t,20000.0,2,365
2020-10-17,t,135000.0,2,365
2020-10-19,t,120000.0,2,365
2020-10-15,t,110000.0,2,365
2020-10-15,t,95000.0,2,365
2020-10-18,t,20000.0,2,365
2020-10-15,t,20000.0,2,365
2020-10-20,t,8200.0,2,365
2020-10-20,t,10000.0,2,365
2020-10-20,t,10000.0,2,365
2020-10-15,t,12000.0,2,365
2020-10-16,t,11500.0,2,365
2020-10-16,t,6500.0,2,365
2020-10-18,t,10000.0,2,365
2020-10-20,t,7000.0,2,365
2020-10-18,t,16000.0,2,365
2020-10-19,t,10000.0,2,365
2020-10-15,t,10500.0,2,365
2020-10-18,t,21000.0,2,365
2020-10-16,t,7500.0,2,365
2020-10-18,t,7500.0,2,365
2020-10-16,t,5000.0,2,365
2020-10-20,t,6500.0,2,365
2020-10-18,t,10200.0,2,365
2020-10-17,t,7500.0,2,365
2020-10-15,t,9500.0,2,365
2020-10-16,t,7500.0,2,365
2020-10-16,t,6500.0,2,365
2020-10-19,t,6000.0,2,365
2020-10-14,t,4000.0,2,365
2020-10-19,t,6500.0,2,365
2020-10-15,t,4900.0,2,365
2020-10-20,t,19500.0,2,365
2020-10-19,t,7000.0,2,365
2020-10-15,t,10000.0,2,365
2020-10-16,t,7500.0,2,365
2020-10-16,t,8000.0,2,365
2020-10-15,t,15000.0,2,365
2020-10-19,t,7500.0,2,365
2020-10-15,t,10000.0,2,365
2020-10-14,t,13000.0,2,365
2020-10-19,t,4900.0,2,365
2020-10-17,t,7000.0,2,365
2020-10-17,t,7800.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-16,t,9400.0,2,365
2020-10-20,t,8000.0,2,365
2020-10-18,t,14900.0,2,365
2020-10-14,t,5100.0,2,365
2020-10-18,t,7900.0,2,365
2020-10-17,t,17900.0,2,365
2020-10-16,t,7300.0,2,365
2020-10-16,t,8000.0,2,365
2020-10-15,t,10000.0,2,365
2020-10-14,t,5000.0,2,365
2020-10-19,t,4200.0,2,365
2020-10-16,t,5900.0,2,365
2020-10-14,t,25000.0,2,365
2020-10-16,t,5700.0,2,365
2020-10-14,t,8200.0,2,365
2020-10-14,t,8200.0,2,365
2020-10-14,t,8200.0,2,365
2020-10-14,t,8200.0,2,365
2020-10-14,t,8200.0,2,365
2020-10-17,t,5800.0,2,365
2020-10-18,t,9000.0,2,365
2020-10-20,t,10000.0,2,365
2020-10-14,t,7900.0,2,365
2020-10-16,t,11000.0,2,365
2020-10-16,t,20000.0,2,365
2020-10-15,t,20000.0,2,365
2020-10-17,t,7000.0,2,365
2020-10-15,t,13000.0,2,365
2020-10-16,t,39000.0,2,365
2020-10-15,t,9000.0,2,365
2020-10-14,t,9000.0,2,365
2020-10-19,t,12000.0,2,365
2020-10-15,t,4900.0,2,365
2020-10-18,t,8000.0,2,365
2020-10-15,t,13000.0,2,365
2020-10-18,t,10000.0,2,365
2020-10-15,t,10000.0,2,365
2020-10-18,t,6400.0,2,365
2020-10-15,t,12000.0,2,365
2020-10-14,t,4600.0,2,365
2020-10-16,t,6000.0,2,365
2020-10-15,t,5800.0,2,365
2020-10-19,t,5300.0,2,365
2020-10-20,t,4600.0,2,365
2020-10-15,t,6400.0,2,365
2020-10-15,t,5300.0,2,365
2020-10-15,t,5300.0,2,365
2020-10-20,t,4600.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-20,t,18600.0,2,365
2020-10-15,t,6400.0,2,365
2020-10-15,t,3800.0,2,365
2020-10-18,t,15000.0,2,365
2020-10-15,t,26000.0,2,365
2020-10-15,t,8100.0,2,365
2020-10-20,t,13000.0,2,365
2020-10-15,t,14500.0,2,365
2020-10-15,t,9500.0,2,365
2020-10-15,t,5300.0,2,365
2020-10-15,t,6400.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-16,t,4500.0,2,365
2020-10-15,t,7500.0,2,365
2020-10-15,t,5300.0,2,365
2020-10-18,t,5500.0,2,365
2020-10-19,t,7000.0,2,365
2020-10-18,t,6000.0,2,365
2020-10-15,t,5500.0,2,365
2020-10-14,t,6000.0,2,365
2020-10-17,t,7000.0,2,365
2020-10-20,t,7700.0,2,365
2020-10-20,t,5900.0,2,365
2020-10-17,t,7100.0,2,365
2020-10-19,t,13800.0,2,365
2020-10-18,t,13100.0,2,365
2020-10-19,t,11700.0,2,365
2020-10-20,t,9600.0,2,365
2020-10-15,t,9000.0,2,365
2020-10-15,t,12700.0,2,365
2020-10-19,t,12500.0,2,365
2020-10-20,t,13100.0,2,365
2020-10-16,t,9600.0,2,365
2020-10-18,t,11100.0,2,365
2020-10-15,t,13600.0,2,365
2020-10-16,t,15000.0,2,365
2020-10-17,t,2700.0,2,365
2020-10-18,t,7500.0,2,365
2020-10-18,t,8000.0,2,365
2020-10-19,t,4700.0,2,365
2020-10-17,t,7500.0,2,365
2020-10-17,t,4000.0,2,365
2020-10-20,t,8000.0,2,365
2020-10-17,t,8500.0,2,365
2020-10-15,t,7500.0,2,365
2020-10-15,t,7500.0,2,365
